,mode
13019,0
62469,3
53128,1
14131,3
16106,0
8590,3
37023,3
198,3
23870,1
30371,3
38037,0
46858,1
71234,3
28785,0
39026,0
54831,1
75785,1
46122,3
49171,3
9636,1
55357,0
44059,0
26051,1
75309,1
29561,3
46247,1
41462,3
16051,0
71921,0
21678,0
10098,1
51497,3
5952,3
67378,3
69019,1
40480,3
62641,1
38234,3
6409,1
38778,0
30701,3
56989,1
34194,1
29474,3
43029,3
176,1
50080,3
7952,3
15069,1
63885,1
8754,3
28427,1
77361,1
19429,1
41212,3
20776,1
354,1
76095,1
47250,0
27125,3
21543,1
31997,3
40622,3
12488,1
39642,3
13884,3
25199,0
70756,0
55601,2
664,1
79469,1
52583,3
6478,3
10566,3
64695,3
10512,1
58944,1
46387,3
80784,1
41693,3
38146,0
15912,3
41593,3
1033,1
25043,3
13694,3
71095,3
13466,3
10284,0
39699,3
64224,3
74503,1
41886,3
48916,0
36229,1
20050,1
56187,0
2630,1
67340,3
47035,1
21501,3
33121,3
53515,3
3344,1
35213,3
75302,1
11512,1
2138,1
23678,3
9556,0
11824,1
47332,1
9134,1
36477,0
1944,3
12358,3
55246,3
60505,1
24580,3
28589,1
46891,3
66519,1
78818,3
40417,1
26599,1
57151,1
42781,1
271,3
27704,3
50291,3
15862,3
73365,3
32273,1
32041,3
37942,3
2141,3
13726,1
34447,3
14726,2
47871,3
14562,3
28825,3
29568,3
80086,3
71716,3
60311,3
73669,3
71393,1
10527,1
75,3
48451,1
18168,0
481,3
31992,3
65426,2
67440,1
450,1
72157,3
70048,0
60722,3
61194,0
55608,3
9022,1
42053,3
40406,1
190,3
26023,3
12082,1
43102,0
53638,3
10145,1
8808,1
38007,2
17604,1
9391,3
66887,3
63073,3
10172,0
67722,0
74506,0
18331,0
76837,1
74661,1
23271,3
22200,0
63819,2
98,3
75407,0
70722,1
12163,1
39700,3
48816,3
49000,1
9691,1
27592,3
39717,3
75630,1
22928,3
54950,0
71549,3
31413,3
71046,1
68345,3
11980,3
62302,1
5204,3
28524,1
75814,1
53185,0
68501,3
65038,3
28503,3
68552,3
73031,1
43666,1
71941,0
1317,1
24605,3
27741,1
64305,3
24482,3
75664,3
77979,3
49512,1
2044,3
23869,1
1550,3
15878,1
52963,1
37623,3
75875,1
74912,1
16980,0
37319,3
65861,1
24421,3
33433,0
60533,1
9155,1
18536,3
65634,3
72200,1
69787,3
75988,0
20622,3
75252,1
22914,3
61634,0
74278,1
48480,1
46139,1
20429,0
12200,0
9330,3
66148,0
66878,1
46318,1
34631,1
78918,2
22324,3
21527,0
50168,3
66956,1
4197,1
75206,1
80598,1
77491,3
47863,1
65568,1
28951,0
39340,3
66979,1
53610,3
7325,3
57116,1
3010,1
27479,3
73598,1
14984,3
58285,1
54976,0
37866,0
53282,0
31784,1
73820,3
41884,3
73604,1
41915,3
75522,3
63132,1
20254,3
13159,1
53727,1
71050,3
41828,3
68015,1
53314,1
4399,3
32842,3
5688,3
61598,3
21041,3
31278,3
65448,0
30422,3
54939,1
43054,1
38776,3
77928,3
68090,0
48840,3
1288,0
23673,0
37961,2
57125,0
32048,3
31447,3
62079,3
14049,0
32504,0
8386,0
28457,0
34264,3
19723,3
44836,3
46161,1
53152,1
30344,1
17252,3
20749,1
63603,0
72949,1
70712,1
55091,1
49466,3
2284,3
69307,3
44251,3
24804,3
38442,3
17226,3
8874,1
73317,0
2722,1
9856,1
14682,1
12799,0
24164,0
52291,3
1171,3
17002,1
57864,0
28663,3
6061,0
41526,0
66244,1
41134,1
55143,3
47542,3
26575,1
17277,0
51212,1
36961,3
66240,1
37906,3
42184,0
59715,3
6284,1
9187,1
54568,0
14934,3
28153,3
68129,3
78427,3
68113,3
47613,1
79686,3
16402,0
66137,3
25771,0
9093,0
7975,1
14117,2
78584,1
53098,3
20101,1
34193,0
10927,2
22583,3
11384,3
62819,0
48607,3
38454,3
13495,0
5676,3
39829,0
5056,3
55443,2
32870,0
37510,3
19976,3
29944,3
47271,3
20512,0
25623,1
14452,3
1997,1
56111,3
22392,3
68339,3
19479,1
23716,0
771,3
45057,1
11647,1
11713,1
19141,0
20228,1
63510,1
48678,2
6321,3
38758,3
43789,3
76457,1
14311,0
37415,1
29862,3
67780,3
38710,3
38089,1
12490,3
57736,0
57860,1
46593,1
37798,1
70599,2
52009,1
78697,0
36066,1
65399,1
40119,3
79876,1
75737,1
21351,3
52861,3
29674,0
18120,1
11798,0
15644,3
41468,1
24374,1
65576,0
3565,3
47822,1
13915,3
22675,3
68985,1
67180,1
80061,0
73970,2
4244,1
61870,2
66834,0
71332,0
15985,1
57524,3
19209,3
56978,3
64518,2
66772,3
64624,1
53204,3
21872,3
52493,3
17172,3
41069,1
35970,3
68205,3
51075,0
40255,3
8426,3
25648,1
34989,1
5986,0
11494,3
10604,0
45876,1
33042,3
5256,3
53119,0
10474,1
32564,3
38499,1
45150,1
29359,1
66039,1
80609,3
43823,1
42033,0
3644,1
17090,3
71884,1
41695,0
36266,1
34197,1
7343,3
17370,1
80604,3
56259,3
80069,1
27784,3
1441,3
28045,1
11894,1
74125,3
9652,1
29354,0
52455,0
46311,3
79623,1
28092,3
20571,1
62954,3
7024,1
44809,3
65932,3
25558,1
55250,1
16354,3
65447,1
40780,0
9075,1
64260,1
1123,3
16224,1
56832,1
33167,1
31844,1
25285,1
55770,3
36930,2
39834,0
79665,1
59563,3
2394,0
48325,1
14487,1
49825,1
46424,3
71157,1
14831,1
29868,1
35202,0
30264,1
69677,3
9598,3
5130,1
34761,3
21025,3
16764,1
30044,3
37975,3
56311,1
53885,1
70214,2
55657,1
59443,2
58794,3
32303,1
78738,3
15490,1
43344,0
47430,1
51145,3
782,3
37852,0
54143,1
8857,3
79158,3
35960,3
35134,0
72461,1
59493,3
64797,3
11608,3
33955,0
17967,1
26749,3
71058,3
24034,1
15247,3
37894,3
33584,1
43913,2
26786,3
13674,3
53167,3
65202,0
37614,3
28811,1
10192,3
12393,3
21648,0
76207,0
32677,3
71608,3
54556,1
77751,1
26158,3
61883,3
35884,1
26020,3
51072,3
29303,0
64199,3
36886,2
45094,3
36544,1
1390,3
26540,1
22217,1
26697,3
60810,1
63399,1
25255,0
24828,3
78378,1
40994,1
37541,1
48486,2
53275,3
52054,3
29643,1
53429,1
28346,3
37758,3
59639,0
77396,3
19034,1
36736,3
79982,0
66283,3
11567,2
23315,1
51292,1
25252,0
58121,1
10598,0
70379,3
27658,1
44416,1
55172,3
70809,0
42454,3
38537,3
49940,0
29626,0
66162,3
68796,1
64498,0
35,3
43301,1
21174,1
58450,3
32042,3
22382,0
4469,3
56729,1
47388,3
42658,1
60224,3
64834,1
47441,3
56833,0
32375,3
49129,1
26884,0
8347,1
43072,1
7727,3
8501,1
56778,0
55286,1
14112,3
67500,1
14592,0
77704,1
49564,1
4719,3
9830,1
28619,3
42743,0
30878,0
61470,0
8740,1
60837,1
73199,3
32528,1
2008,3
33225,3
52226,1
31011,0
42505,1
11615,1
1348,3
40366,0
45243,1
34580,1
25670,1
77046,2
53807,1
14278,0
61473,3
29931,3
57982,0
5875,1
14485,1
80290,1
43330,0
59785,1
22799,1
11514,0
80207,1
65362,1
23873,3
10093,3
63735,3
65913,1
45942,3
19537,3
65461,3
6975,3
16194,1
46554,3
40569,2
66990,3
64536,1
6973,0
79130,1
57570,3
72384,1
1606,1
72674,3
65335,0
72770,3
6962,1
65107,1
37076,3
57501,1
31436,0
45387,3
46050,1
68956,1
18359,0
51333,3
62268,1
3310,1
14729,1
3013,1
65331,3
61122,3
28193,3
31938,3
60045,1
53328,1
56237,1
66364,1
68973,1
73436,3
15654,3
61041,3
76084,3
47385,3
15302,3
1507,0
64469,0
34086,3
59925,1
67590,3
16382,3
21090,3
8753,3
21665,1
28579,3
31176,3
29620,3
40991,3
52970,3
9869,1
33157,1
50634,1
10484,3
26602,3
27593,3
19384,1
14348,1
17062,3
68620,1
49065,1
50797,2
15725,3
22512,2
30218,3
14529,3
78299,3
81003,3
20959,1
25528,1
5854,1
63827,1
18333,0
13330,1
15192,3
27247,3
1923,0
25011,1
37536,0
14461,3
37926,3
49209,0
16048,1
58306,3
57783,1
15679,2
28263,0
50315,1
38796,3
66041,1
17642,1
50132,3
74404,3
48606,3
39154,0
61493,3
67341,3
44118,1
71915,0
43810,3
26329,3
40446,1
9670,3
64181,1
4034,1
14326,3
4057,3
23803,3
66884,0
68002,1
6948,0
37938,3
24865,1
23110,0
45403,2
41951,1
2290,1
40105,3
27972,3
80969,3
20725,1
72739,3
7890,3
39410,1
50693,3
26529,0
70341,1
39431,3
14918,1
18486,1
34302,3
26322,2
12250,3
55410,1
25605,3
8610,1
36957,0
9998,1
28211,3
21374,3
68970,1
40672,3
60970,3
55632,3
12724,1
15742,1
848,0
23006,1
77357,1
35424,3
23297,3
8850,0
78726,3
13548,3
5359,3
11380,1
50642,3
75830,2
66890,1
4517,3
31215,3
53405,1
76990,1
53480,1
35041,2
8468,3
52991,3
1443,3
24878,3
21020,1
44117,0
550,1
74268,3
70822,3
38444,0
29773,3
6585,3
884,3
3351,3
15000,1
44872,1
78824,3
41125,3
6681,3
53067,3
56055,3
41147,1
54755,0
37267,3
42361,2
51561,3
56032,0
52740,3
23381,0
79614,3
77295,0
38356,3
75406,1
70534,0
29038,3
55299,3
38524,1
31720,1
56445,3
16196,3
7916,3
60157,3
75960,3
17293,3
53020,1
62909,1
42862,3
67368,3
74064,3
45469,1
27643,3
60025,0
26217,3
28150,3
21504,1
23320,0
5549,3
27636,3
36703,3
51104,1
16755,3
31106,3
38359,0
36838,1
53527,1
76487,3
34949,3
12796,1
24522,1
7258,1
12001,3
78570,3
40592,3
68086,1
40350,0
72605,2
28607,3
11873,3
33594,1
24383,3
42909,1
41685,3
64155,0
51263,1
8987,1
16435,3
31173,0
7873,3
39338,1
35651,0
12310,3
67524,1
6510,3
42157,3
61259,3
20476,1
29315,1
76714,1
5604,3
2305,3
79426,3
37532,3
2295,3
74985,1
73359,1
65654,1
51255,0
24038,1
57250,1
65650,3
31071,1
59292,1
2383,3
20825,0
74036,3
582,3
64698,3
43668,3
39988,1
2229,3
75078,3
25630,3
20174,1
42509,1
21729,0
41046,3
24612,1
41465,1
76436,3
40997,0
68969,1
51887,1
66356,1
32708,3
65395,3
43904,3
48102,1
51853,3
64074,1
45188,2
72188,3
49186,3
78537,1
71531,3
8241,3
38251,3
11409,0
34685,3
27538,3
60987,3
34418,1
15572,1
63658,1
60076,0
68982,0
1870,1
56011,1
80691,0
10032,3
9087,1
7845,3
16869,1
17515,3
36254,3
9769,1
29456,1
46259,1
27348,3
71377,3
8191,0
5855,1
19980,0
45240,1
29823,1
66715,1
77977,3
43576,3
30485,1
4315,1
70089,3
79364,3
35283,0
34277,0
65489,1
69924,1
68401,1
8931,3
75153,0
8725,1
61065,3
64451,1
32490,0
30714,3
13945,3
43210,1
70552,3
47152,3
77716,1
15146,3
5447,0
67454,3
43812,3
78930,0
36129,3
6512,3
76000,1
45190,3
58118,1
30560,2
77793,1
45383,3
78686,1
71944,0
23330,1
60014,3
37551,1
26054,0
50548,1
63529,3
80392,1
47371,1
20194,0
31392,3
25477,3
78747,3
21623,3
47313,1
9632,3
34417,1
41518,1
6314,0
2750,3
49820,3
50995,1
57652,3
65173,3
57952,0
64454,1
26535,3
3951,0
56003,3
27730,3
75254,3
67088,3
3441,1
19269,0
73449,1
34491,0
61249,1
74279,1
12019,3
10513,1
54301,3
36325,3
669,0
46731,1
61904,1
31744,0
76137,3
23754,0
60696,3
60877,1
36702,0
41944,0
73748,3
35336,2
30813,3
4997,3
9667,3
20756,1
19582,0
9298,3
32028,3
65952,3
41689,3
49003,3
51779,3
23921,1
59466,1
75291,1
6623,3
22910,1
15087,3
31507,3
75525,3
68672,3
26663,3
6423,3
54019,2
45025,3
78695,1
50401,3
39786,3
45988,1
57850,1
72054,0
64109,0
71729,1
71722,3
55171,1
77513,3
13069,3
62226,0
16064,1
41021,1
23342,0
49727,3
58290,3
76505,0
58667,0
72699,3
44099,1
61138,3
20346,1
57621,3
5276,3
58349,3
46502,3
34306,3
10419,3
74536,0
26995,3
9129,3
13509,3
55137,3
62272,3
75382,3
54846,0
62506,3
8473,3
21204,1
6763,3
27379,3
28997,0
67053,1
80751,0
31214,3
38989,3
26562,3
41396,3
72140,1
16050,1
67006,3
14174,3
44749,1
77587,0
24219,1
54488,2
64301,3
870,0
18393,0
48583,3
68464,3
14435,3
52310,3
7100,0
53622,1
28262,0
16253,1
71378,3
74291,1
63729,3
66254,3
78539,0
55414,1
20877,1
11078,3
28872,0
11790,3
75755,0
17520,1
15842,1
61488,3
52093,3
26109,2
48953,1
42265,3
76877,3
26915,0
38375,3
75607,1
22309,0
17661,0
16355,1
33199,3
54522,0
9118,0
50925,3
60396,3
74199,3
27581,1
20844,3
36849,0
48077,3
10697,1
53396,1
5562,3
26371,1
13373,3
19170,0
10755,3
26124,1
59924,0
6985,3
47256,3
23663,1
53217,0
61068,3
57700,3
30088,1
33303,3
71480,3
32260,3
7128,3
70163,1
46503,3
16332,1
68193,0
44106,1
15471,1
65590,3
76544,3
74329,3
40514,1
78644,3
38013,2
37404,3
754,3
57425,1
56480,3
2974,0
21626,0
40010,0
10889,1
69796,3
44360,3
499,1
43383,3
16336,1
45886,1
7808,1
38949,3
1480,0
120,0
25747,0
78896,2
15509,0
76672,3
51258,0
53385,3
27288,0
5641,3
39723,0
70007,3
23090,1
50267,3
15557,3
59994,3
70479,3
9592,3
38045,1
52133,1
57896,3
78376,0
18285,3
49818,3
37035,1
2504,0
51541,1
75987,3
53931,1
74669,0
31353,1
71659,3
57881,0
7863,0
27264,1
71473,3
76578,3
17598,1
1162,0
73593,1
74594,1
78198,1
42091,3
1685,0
60969,1
75042,3
45376,0
74662,1
17715,1
14767,3
8832,3
59359,3
54778,3
26041,1
78106,3
15199,3
9634,1
12187,3
67086,0
33222,3
69984,1
23153,3
57528,2
72799,1
1928,3
51193,3
23137,3
65193,3
74731,3
58159,3
79553,1
10062,1
34827,2
10241,1
68393,1
1856,0
54658,3
67723,0
1433,3
69214,1
54964,1
31199,0
18995,3
27316,3
56391,3
41531,3
50950,3
66980,3
77586,3
41248,1
45395,3
73159,3
68169,3
7479,1
8535,3
53946,3
70568,1
48395,1
52075,3
18365,3
62588,0
9375,1
34732,1
15101,3
23085,3
69541,0
5610,3
12492,3
55924,1
74320,3
25665,0
22529,2
5020,3
60092,3
67602,1
4264,1
67760,3
25543,3
40080,2
30849,3
78864,1
62581,3
31982,0
21731,0
62978,3
71407,3
13179,1
43456,0
16072,3
60831,1
28171,1
31064,1
70720,3
34919,1
67076,3
19402,0
61446,1
3102,1
45996,1
53844,3
15176,3
4181,3
3737,3
79949,1
21615,1
4998,1
70042,1
50143,3
34901,1
68514,1
67125,0
35755,1
60865,1
57975,0
8085,3
47079,1
43705,1
41360,3
6257,0
62567,3
55557,1
46243,3
44050,1
50176,0
34085,3
13620,0
8907,3
46780,3
67874,0
65851,3
9807,0
79162,1
69531,1
22994,1
18739,3
72034,1
66269,0
34504,3
46944,0
78840,3
17689,0
43933,0
44471,3
60195,0
27078,1
29366,1
66206,1
44856,3
6289,3
31920,3
53211,1
27545,1
14496,3
11607,0
31907,1
21835,2
55339,3
36442,3
59246,3
12051,3
47840,1
8658,1
72658,3
3108,1
28442,3
61623,0
3130,1
15130,1
36354,3
77283,1
8755,3
61387,3
19737,3
60307,0
44210,3
75164,1
74808,1
48939,1
25813,1
4692,1
27107,0
41087,1
69668,3
21069,3
46690,1
15755,1
3944,3
61586,1
66686,3
61570,3
66440,1
65216,3
51161,3
32183,3
50399,1
3777,1
63621,0
25449,1
69882,1
11418,3
29660,0
1748,3
80607,3
61881,3
1798,0
78502,3
67586,1
78626,0
5828,3
73981,1
25138,3
69790,1
19892,0
46256,1
31925,3
42119,1
10048,0
76015,3
48019,1
73458,0
13865,1
54929,3
78283,1
2495,3
4898,0
70931,3
29326,3
32644,3
4845,1
73504,3
23458,1
5333,0
63796,0
35918,3
55893,0
7191,1
590,3
46609,0
38532,1
44800,3
25737,3
19827,0
20602,3
10324,1
67793,3
61110,3
70913,0
67399,1
35015,3
20696,1
45175,3
42991,3
40784,0
76725,1
30852,0
26985,1
52193,3
72808,1
20020,2
66335,1
69900,1
2225,1
75843,1
65607,1
3000,0
23517,0
18577,0
59749,0
71137,1
10893,1
16754,3
60164,3
52639,1
32565,3
25306,3
3761,1
35881,1
13093,1
80253,1
41697,1
78538,0
52816,3
18213,1
46889,3
67360,3
14115,2
76494,3
19214,1
10570,0
42224,0
29117,3
63275,1
20795,1
51447,3
11296,0
74378,3
50453,0
49886,0
35461,1
24429,1
63361,1
1018,1
8420,1
30939,3
3506,0
13534,3
70848,1
59104,1
78620,1
53547,1
35591,3
7366,1
50351,0
80432,3
37300,0
53391,0
66625,1
50702,3
3570,3
64240,3
11067,0
21188,3
29015,1
43100,3
35924,3
72257,0
5929,1
31370,1
75869,1
22515,1
26268,3
10674,1
37032,1
75890,3
45282,3
51973,3
22079,3
49959,0
64867,0
2381,1
36557,3
59108,0
2707,1
15743,1
48164,3
47106,1
73408,0
59529,3
7886,3
11359,3
68209,3
43989,1
52437,0
46941,1
43864,1
50023,1
30829,1
2851,2
43603,3
18374,3
40253,3
50968,0
79775,0
7842,0
59903,3
12125,1
19102,3
36967,3
73291,3
32494,3
40063,0
35152,3
16658,2
38861,3
75845,1
11037,0
8999,1
62347,3
45247,1
68738,1
63441,1
31544,3
28322,3
23788,1
70462,3
17764,1
26186,3
56969,0
8332,3
60934,2
26584,1
38671,3
35728,0
57034,1
60602,1
38727,1
11848,2
74392,1
9016,3
43981,1
61932,3
44255,0
19926,0
67736,3
45470,1
49623,1
36933,3
21904,1
38728,1
40261,1
6558,1
51681,1
26415,3
79860,1
73966,2
18933,3
24876,0
41175,1
50039,3
51684,1
45458,1
12267,3
12545,1
50938,2
40521,1
7409,1
55133,1
604,3
56198,0
52558,1
20237,3
34719,3
50694,3
69230,1
54339,1
75326,1
36039,1
72966,1
22801,1
63363,1
79904,1
42499,3
74433,1
80988,3
38924,3
36209,1
64691,0
5779,1
11558,1
65740,3
38542,3
4074,3
78704,0
8742,3
36015,1
72818,1
58442,3
10374,1
50212,3
40071,3
55539,0
32775,3
14801,3
29679,0
68053,3
75864,3
46426,3
54179,3
16537,3
20172,0
76925,3
14402,3
38475,1
76506,0
41881,3
75280,3
49196,1
19931,1
26861,1
39836,1
13090,3
28023,0
14711,3
8011,3
55545,1
36511,3
30819,1
12139,1
22138,3
1087,0
78128,1
60152,1
9853,1
69116,1
27872,3
6046,1
13535,3
40867,1
78321,1
61951,3
60347,1
32755,3
13420,3
80007,1
41963,3
62864,1
16864,0
55906,0
34326,3
62106,3
55042,3
1536,0
13291,0
5918,1
6013,3
10239,3
32438,0
60059,1
79081,1
14398,1
54084,3
25326,3
2528,0
25569,3
26200,1
48129,3
27536,1
48892,3
77328,0
28974,0
851,0
15998,0
6359,1
36520,3
46817,1
51223,3
22445,3
53132,0
1152,1
12266,0
57635,1
624,1
21064,3
59867,3
70363,1
76514,1
72273,1
25833,3
46953,2
60528,1
73610,1
23675,0
65278,1
31561,3
40346,1
42208,3
77398,3
37796,3
78938,3
68574,0
61287,1
36616,3
73259,1
36004,3
68971,1
31681,3
69571,1
28479,1
39108,3
10585,1
20208,0
72265,0
15347,1
19253,1
13888,1
1013,2
60404,1
36850,3
43931,1
62994,0
23366,0
3452,0
20664,3
47600,3
22654,3
18479,0
76825,1
9082,0
41044,0
2617,1
37619,3
19484,3
16344,0
5370,3
78848,1
6233,3
314,0
30390,3
23837,1
22527,1
79396,3
9315,1
18602,1
26693,0
51192,3
2265,1
49788,0
11077,3
80724,1
16736,3
45172,1
29982,1
64376,2
59513,1
47998,3
31462,3
51566,3
48174,3
73640,3
78381,1
68436,1
44289,0
39946,1
12403,1
51177,1
803,1
48121,3
40017,0
29226,0
416,3
25356,0
69781,3
69407,1
4836,1
46370,3
80334,0
63777,0
6824,1
64845,2
43756,0
80185,1
47168,1
72207,1
22508,3
8441,3
55532,1
43446,1
3482,3
22848,3
29649,3
75647,1
60269,0
46349,1
68525,0
55049,0
53636,3
56201,0
38602,1
2849,3
7372,1
15820,1
10904,3
2540,1
13925,3
73817,1
64346,1
27261,1
40250,3
41174,0
19090,3
56716,3
34768,3
149,0
79160,3
55445,1
51709,3
22964,3
37283,0
42263,0
18988,0
3707,1
28323,3
50851,3
32114,3
12357,3
17051,3
34653,3
80123,3
3406,3
72602,3
70317,1
40214,3
14858,3
66154,1
80454,0
21161,1
64043,1
5881,0
7836,0
44018,0
73514,1
5970,1
8266,0
22818,1
2125,1
38018,3
28909,3
9314,1
8748,3
65072,1
20882,0
57562,3
2331,1
6267,3
77451,1
65598,0
51349,3
39034,1
14137,1
33789,3
58698,1
56857,3
23186,3
42081,3
80666,1
80075,1
22596,1
77134,3
37093,0
74403,3
46294,3
1512,0
25608,1
65436,1
47640,1
7126,3
2783,1
29820,1
76706,3
34065,1
55478,1
61513,1
11335,1
32929,0
6636,3
77822,3
9889,0
65154,3
53422,1
75612,1
46985,1
70402,3
4506,3
3753,3
47492,1
65662,3
19802,0
12774,0
52699,1
1330,3
11878,3
78280,3
60907,3
45644,1
20670,1
886,3
59291,1
15875,1
21870,3
6839,3
74977,1
25056,3
39740,3
5303,3
36360,3
29585,3
38229,1
9178,1
18457,0
55093,0
61136,3
26931,3
35014,3
47758,2
3833,1
3697,3
27953,1
41075,0
42041,1
52229,1
34646,1
79144,0
29762,1
70958,1
20535,3
2527,0
46945,0
69010,1
68948,3
41612,0
75585,0
58663,1
53366,3
32395,1
51433,1
58262,1
39911,3
64767,1
22907,1
64283,1
64781,1
68466,3
77199,3
8489,0
19719,3
35329,3
44685,1
31807,3
62973,1
49731,3
29034,3
38899,3
9728,2
39526,1
62123,1
7950,0
14005,1
18053,0
78232,0
56755,3
29127,1
17209,3
12298,1
77082,1
38070,1
2999,1
8930,3
66532,1
70950,1
45392,0
45681,0
39243,0
53703,1
10430,3
1088,0
46399,0
22278,3
87,3
77247,1
62817,1
28110,3
34663,3
14594,3
58461,3
23766,1
7182,0
39471,0
1078,1
52934,1
75539,3
13238,3
40551,3
80606,3
22891,1
80765,1
18925,3
38954,1
5677,3
76784,3
74907,3
44249,3
54798,2
40393,3
52438,1
34891,0
37299,1
63585,1
74301,0
68282,3
1618,1
75992,3
42037,1
41210,1
39948,1
17113,3
37914,3
74354,1
73328,1
25732,3
38252,0
50989,3
64124,0
44017,0
53481,1
29029,1
42664,1
21066,3
58301,1
76428,3
44578,2
65109,1
53690,3
42402,1
44038,1
1566,3
1141,1
77047,2
7315,3
18012,3
72718,1
20210,1
79203,3
56829,1
58419,3
59050,1
15517,1
80700,3
24579,3
20949,0
28519,3
55367,3
36629,3
45877,1
9935,1
53538,1
21396,1
52655,1
27040,1
78162,1
31471,3
62654,1
53881,1
11081,0
5791,3
12114,3
74759,3
38903,3
71802,1
54183,3
28526,1
21228,2
48740,3
23405,1
61130,3
36563,1
13415,3
23642,0
49590,3
73797,0
72675,3
78302,3
67166,0
46718,0
72160,3
41933,3
56629,3
60456,1
3378,1
37920,0
21926,1
76503,0
42753,3
63464,3
31142,3
60956,1
56568,0
13287,3
76072,0
75847,1
25455,3
70318,0
44453,1
28169,3
11587,3
68204,3
57740,1
10815,0
43248,3
55622,1
24094,0
7678,0
64508,3
31134,0
49144,0
5083,0
42985,3
3955,0
2126,1
51103,1
13644,1
58147,3
24293,1
50648,3
66044,1
28944,1
20000,0
63436,1
13215,3
41707,0
35491,0
71151,3
78231,3
38336,2
50198,0
31327,3
34745,3
21569,1
8934,1
24345,0
15769,1
74979,1
60950,0
578,1
32985,3
32777,1
75570,1
16783,1
42178,0
16638,1
7563,3
18416,3
73010,1
42887,3
15177,3
5799,3
21267,1
9602,3
30810,1
31816,3
61052,3
44423,0
61060,0
52807,3
59957,0
4276,3
24076,1
65378,0
8909,3
36983,3
65187,3
21111,1
40534,3
51198,3
66348,0
56848,3
55548,1
80399,0
8115,3
79269,0
65627,1
52645,3
18086,0
33104,1
77752,1
75432,1
61210,0
34222,0
66166,3
25157,3
28701,0
17588,1
65330,3
58030,1
42859,1
77730,3
1747,3
57187,3
48085,1
55460,1
64293,1
4500,3
11362,3
22176,1
14882,0
43494,1
59190,3
12042,3
9389,3
52947,1
71529,3
54538,3
46091,1
36825,1
62525,3
18324,3
928,3
27783,3
27292,1
51802,3
62519,0
30454,3
27286,1
36904,1
76152,2
51014,1
23579,3
57909,1
49184,1
4431,1
47690,1
33047,3
58060,1
42724,1
23979,3
42922,1
38479,0
64411,1
431,3
16137,1
37106,3
43080,3
1818,3
11280,2
49878,3
52033,3
33627,3
15943,1
22712,0
57071,3
18664,3
19919,1
22810,1
79402,0
37513,1
19010,1
41461,3
16870,1
59981,3
62965,1
74327,3
41142,0
53114,3
23832,0
76235,3
26443,3
67571,3
43063,2
51276,3
14188,1
39476,1
30096,2
35289,1
47705,3
77768,3
46415,3
78290,3
38376,3
24788,0
27758,3
80923,1
25749,3
39977,1
74941,3
49612,3
55158,3
59105,1
23264,0
55216,3
61486,3
4784,3
9606,3
55617,3
57209,3
48977,3
26753,3
69756,3
18828,0
21201,0
62917,3
26180,3
33656,1
20864,1
61279,0
58187,3
35258,1
71903,3
55834,0
79388,1
35538,1
73647,0
60600,3
38382,2
74178,3
73392,3
58774,3
67836,2
28358,3
53414,0
65858,1
62360,1
62666,3
50754,3
21273,0
58893,0
625,3
47935,0
42409,1
42206,3
11833,0
38642,3
33814,0
20406,3
23121,3
59943,1
36026,1
42819,3
14459,3
70203,1
67345,3
75811,3
43570,1
39075,3
19908,3
26042,1
3624,1
44229,3
11145,3
13048,1
9381,1
11566,2
23628,3
30179,1
65578,3
66781,1
58697,1
62688,1
61478,0
75399,3
4604,1
8865,0
27715,3
34709,0
62484,1
67559,1
74080,1
72211,3
23521,1
13422,3
33768,1
70435,3
7290,0
76746,0
80162,1
17655,1
61853,3
50450,1
24478,1
61492,3
20482,3
75448,1
14168,3
46877,0
80551,1
23436,1
37625,0
8974,1
62930,1
62016,3
78261,3
11861,1
2789,3
36811,0
24157,1
55280,1
18412,3
67204,3
80302,3
28059,3
57167,1
13109,1
34327,3
21850,3
6598,1
76850,0
25224,3
30464,3
52002,1
47792,3
26808,1
54034,3
69780,3
72294,3
26103,1
56507,0
22396,3
45359,0
75856,1
30861,1
60515,0
11293,0
19438,3
15603,3
77890,1
50197,0
44455,2
71755,3
4605,0
58979,3
32949,1
12978,3
49749,3
55674,3
10887,0
60497,3
29125,0
69975,1
74224,1
79621,3
79813,1
8400,1
24165,1
55213,3
9011,1
11730,3
3701,3
11897,3
54680,1
33230,1
48031,3
11912,3
9067,1
5365,0
65737,3
41024,1
44681,3
70996,0
58037,1
68370,0
77458,1
21211,1
32999,3
21210,3
27267,1
4442,3
6297,1
24500,1
77702,1
10970,1
25703,1
5890,1
37889,3
5254,1
37218,1
55977,3
44305,1
56595,3
4109,1
7022,0
32360,3
63842,3
42894,0
67146,3
56418,3
30790,1
23680,1
48798,3
22790,1
44768,0
21598,1
77893,3
64631,3
3071,3
19181,0
43958,0
78423,1
44824,3
47122,3
44190,0
31393,3
58604,1
47007,0
35775,3
37963,2
74877,1
63770,1
63162,3
28437,3
58777,3
10240,3
69987,1
27356,1
65887,3
28246,3
29861,3
20361,0
48652,3
61205,3
13821,3
39046,3
44365,3
46645,1
33109,0
49586,1
74202,3
48852,1
12994,3
79524,0
20170,3
43498,0
30803,3
72533,2
79983,0
57984,0
63893,3
52228,1
38991,1
37396,1
68001,1
55007,3
38874,0
78743,3
18623,0
49730,3
55012,2
467,3
74650,1
19212,3
47904,1
42984,3
56742,2
52978,1
